title,Price,bedrooms,bathrooms,Size,Location,Property_type
Like new 2 BHK Apartment for rent on Ruwi Road Front,250.0,2,3,100.0,"Al Hamriyah, Muscat",Apartment
استوديو كبير غرفه وحمام ومطبخ مفروشه,270.0,1,1,160.0,"Qurum, Muscat",Other
3+1 BHK Spacious Villa for Rent in Madina Qaboos -PPV285,750.0,3,4,430.0,"Madinat As Sultan Qaboos, Muscat",Villa
71 SQM Office Space FOR RENT Bausher facing Mall of Oman MPC28-A,340.0,2,3,71.0,"Bosher, Muscat",Commercial
2BHK Apartment FOR RENT in Al Qurum Park View Bldg. PPA55,425.0,2,3,110.0,"Qurum, Muscat",Apartment
A lovely 4+1 bedroom villa for sale in Bousher,250000.0,5,6,512.0,"Bosher, Muscat",Villa
Corner Commercial Shop Spaces for Rent in Bousher MPC16,375.0,2,3,75.0,"Bosher, Muscat",Commercial
For Rent: Spacious Town Houses located close to the Marina,750.0,2,3,109.0,"The Wave (Almouj), Muscat",Villa
For Sale: Premium 1 Bedroom Apartment at Muscat Hills,67554.0,1,2,81.0,"Muscat Hills, Muscat",Apartment
ADC508*** Office Space in Azaiba – 855 sqm for Rent*,4490.0,2,3,855.0,"Azaiba, Muscat",Commercial
ADC501**115 SQM Office for rent in Al Azaibah south,500.0,2,3,115.0,"Azaiba, Muscat",Commercial
"ADC802** 140 SQM Offices for rent in Ghubra north , 18 november street",700.0,2,3,140.0,"Al Ghubrah, Muscat",Commercial
ADV141** AL SEEB Sour Al Hadeed 3BHK + MAID'S villa for rent,550.0,3,4,280.0,"Al Seeb, Muscat",Villa
"Luxury 2BHK Townhouse for Rent – Dolphin Village, Bousher – PPV280",900.0,2,3,132.0,"Bosher, Muscat",Villa
2BHK Apartment FOR RENT in Al Khuwair 33 Bait Ridhwan MPA14,220.0,2,2,95.0,"Al Khuwair, Muscat",Apartment
For Rent: Brand New Shop in Masar Barka Prime Location PPC107,400.0,2,3,29.0,"Barka, Al Batinah",Commercial
Amazing Fully Furnished 1BHK Flat for Rent in Muscat Hills PPA178,550.0,1,2,101.0,"Muscat Hills, Muscat",Apartment
Brand New 33 SQM Commercial Space for Rent in Azaiba PPC104,490.0,2,3,33.0,"Azaiba, Muscat",Commercial
4+1 Bedrooms Villa for Rent in Shatti Al Qurum PPV284,1050.0,4,6,396.0,"Qurum, Muscat",Villa
Brand New Office for Rent – 105 SQM | Prime Location in Bawshar PPC122,480.0,2,3,105.0,"Bosher, Muscat",Commercial
Brand New Office Space for Rent on Al Maha Street – 84 SQM PPC123,400.0,2,3,84.0,"Bosher, Muscat",Commercial
2BHK Apartment FOR RENT in Qurum PPA62,310.0,2,2,120.0,"Qurum, Muscat",Apartment
Villa for Sale in Seeb – Dar Al Zain (Phase 6) – FSV76,90000.0,3,3,279.0,"Al Seeb, Muscat",Villa
Commercial Villa for Rent – Shatti Al Qurum - PPC142,1300.0,2,3,396.0,"Qurum, Muscat",Villa
"Luxury 3+1BHK Townhouse for Rent – Dolphin Village, Bousher – PPV281",1250.0,3,4,162.0,"Bosher, Muscat",Villa
للايجار شقه للعوائل في الموالح الجنوبية,180.0,2,2,100.0,"Al Mawaleh, Muscat",Other
للايجار مصنع و مخزن موقع متميز ف منطقه الرسيل الصناعيه Factory forRent,1650.0,2,3,,"Al Rusayl, Muscat",Other
للبيع مبني سكني تجاري بالوادي الكبير خط اول شارع البستان,240000.0,2,3,,"Al Wadi Al Kabir, Muscat",Other
1bhk in wadi kabir free WiFi (B5540),130.0,1,1,70.0,"Al Wadi Al Kabir, Muscat",Other
3 bedroom villa for sale,275000.0,3,3,,"Al Sifah, Muscat",Villa
RF66 - 2BHK FLAT FOR RENT IN RUWI MBD AREA,250.0,2,3,90.0,"Ruwi, Muscat",Apartment
52 SQM Office Space in Muscat Hills – Good Location,286.0,2,3,52.0,"Muscat Hills, Muscat",Commercial
2-Desk Modern Business Centre Offices in Muscat Hills,219.0,2,3,10.0,"Muscat Hills, Muscat",Commercial
4 BR + 1 Maid’s Room Villa for Rent – Qurum,450.0,4,5,459.0,"Qurum, Muscat",Villa
2 BR + Maid’s Room Fully Furnished Apartment in Bosher,600.0,2,3,159.0,"Bosher, Muscat",Apartment
"1 BR Freehold Luxury Apartment – Mandarin Oriental, Shatti Al Qurum",172082.0,1,2,73.0,"Qurum, Muscat",Apartment
3 BR + Maid’s Room Ground Floor Apartment in MSQ with Amenities,850.0,3,3,142.0,"Madinat As Sultan Qaboos, Muscat",Apartment
"1 BR Above the Coast Apartment in The Great Escape, AIDA by DarGlobal",95326.0,1,2,59.0,"Yiti, Muscat",Apartment
"2 BR + Maid’s Room Simplex Apartment, Madinat Sultan Qaboos",650.0,2,3,119.0,"Madinat As Sultan Qaboos, Muscat",Apartment
2 BR Offplan Apartment in Bousher,60995.0,2,2,100.0,"Bosher, Muscat",Apartment
2 BR Off-Plan Smart Apartment in Bosher with Shared Pool and Gym,60486.0,2,3,114.0,"Bosher, Muscat",Apartment
"1 Bedroom Elegant Apartment – The Great Escape, AIDA by DarGlobal",89255.0,1,2,58.0,"Yiti, Muscat",Apartment
3 BR + Maid’s Room Impressive Apartment in Sultan Haitham City,97030.0,3,4,155.0,"Al Maabilah, Muscat",Apartment
New 2 BR Apartment in Bawshar for Sale,41000.0,2,2,89.0,"Bosher, Muscat",Apartment
"1,602 SQM Land in Qurum with Amenities Nearby",279000.0,2,3,,"Qurum, Muscat",Land
2 BR Off Plan Apartment for Omanis and GCC Nationals For Sale,52000.0,2,3,94.0,"Al Ghubrah, Muscat",Apartment
Fully Furnished Freehold Studio Apartment in Al Khoud,47300.0,1,1,55.0,"Al Khoud, Muscat",Apartment
Studio Apartment – Off plan Freehold in Muscat Bay,74000.0,2,1,68.0,"Qantab, Muscat",Apartment
Multiple Retail Spaces Located in Duqm for Rent - 45 - 100 SQM,700.0,2,3,100.0,"Al Duqum, Al Wusta",Commercial
1 BR Stunning Modern Freehold Townhouse in Sifah for Sale,72000.0,1,2,90.0,"Al Sifah, Muscat",Villa
2 BR Freehold Beautiful Flat with Shared Pool & Gym in Muscat Hills,77377.0,2,3,122.0,"Ghala, Muscat",Apartment
Marina and Mountain View | Spacious 1 BHK in Yiti | 30/70 Payment Plan,87500.0,1,2,74.0,"Yiti, Muscat",Other
Luxury Apartment for Rent in Al Mouj,1200.0,2,3,160.0,"The Wave (Almouj), Muscat",Apartment
1 BR Apartment Available for Rent in Madinat Al Sultan Qaboos,500.0,1,1,77.0,"Madinat As Sultan Qaboos, Muscat",Apartment
Luxurious 4 storey executive 3+1 BR villa with infinity pool,1200.0,4,5,300.0,"Qurum, Muscat",Villa
SR- NA- 150 Free Hold!! Apartment for Sale in The Golf Links at Al Mou,125000.0,1,2,73.0,"The Wave (Almouj), Muscat",Apartment
"""SR- MH- 135 بناية للبيع في الخوير – موقع استثنائي وعائد استثماري م",300000.0,2,3,777.0,"Al Khuwair, Muscat",Other
SR- HM- 132 فيلا للبيع في الخوض السابعة,260000.0,6,7,650.0,"Al Khoud, Muscat",Other
فيلا للبيع بالخوض SR- MH- 131,104000.0,4,5,200.0,"Al Khoud, Muscat",Other
للبيع فيلا في المعبيلة السادسةSR- AB- 130,78000.0,5,5,300.0,"Al Maabilah, Muscat",Other
MUSCAT BAY | LUXURIOUS 4+1BR MODERN WATERFRONT VILLA,1750.0,5,6,500.0,"Qantab, Muscat",Villa
"We have offices available for rent in prime locations in Al Azaiba,",4500.0,2,3,300.0,"Azaiba, Muscat",Commercial
Spacious Standalone 3 & 4 & 5 & 6 BR Villa for Rent in Qurom,1000.0,4,6,400.0,"Qurum, Muscat",Villa
4 BR + 1 Maid’s Room Villa in Madinat Ilam,850.0,5,6,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
For Sale: 1 Bedroom Apartment at Muscat Hills,67554.0,1,1,49.0,"Muscat Hills, Muscat",Apartment
SR- SH- 126 Twin Villa for Sale South Mawaleh توين فيلا للبيع بالموال,180000.0,7,8,450.0,"Al Mawaleh, Muscat",Villa
Luxurious Brand-New 5+1 BR villa available for rent in Madinat Al-Ila,1300.0,6,7,450.0,"Madinat As Sultan Qaboos, Muscat",Villa
SR-MO-750 Ground floor flat to let in mawaleh south,400.0,2,3,150.0,"Al Mawaleh, Muscat",Apartment
MADINAT SULTAN QABOOS | DUBPLEX 2 BR APARTMENT,700.0,2,4,120.0,"Madinat As Sultan Qaboos, Muscat",Apartment
"""SR-AK-638 *For Rent: Spacious Commercial Villa in Al Mawaileh South!*",900.0,2,3,350.0,"Al Mawaleh, Muscat",Villa
MQ | BEAUTIFUL 5 COMMUNITY TOWNHOUSE,1400.0,5,6,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
"""SR-SM-590** Spacious Villa for Rent in Almawaleh South",650.0,4,4,300.0,"Al Mawaleh, Muscat",Villa
"""SR-IB-697 Shops for Rent in Al Mawaleh South",390.0,2,3,40.0,"Al Mawaleh, Muscat",Commercial
Beautiful Beachfront 1BHK in Al Mouj,107000.0,1,2,83.0,"The Wave (Almouj), Muscat",Other
SR-HS-735 Good quality flat to let in alhail north,350.0,2,3,150.0,"Al Hail, Muscat",Apartment
SR--AH-919 Flat For Rent in Hail North/شقة للايجار في الحيل الشمالية,220.0,2,2,120.0,"Al Hail, Muscat",Apartment
"""SR-GF-417 Spacious Villa for Rent in South Mawaleh",650.0,4,4,280.0,"Al Mawaleh, Muscat",Villa
للايجارفيلا ف مرتفعات بوشر - Villa for Rent 4BHK,400.0,4,4,300.0,"Bosher, Muscat",Villa
Brand New Modern Villa for Rent in Al Muna gardens,950.0,4,5,280.0,"Bosher, Muscat",Villa
1 BR Fully Furnished Modern Apartment with Garden – Salalah,70000.0,1,2,76.0,"Salalah, Dhofar",Apartment
"11,000 SQM Warehouse Property in Sumail – for Commercial Use",1430000.0,2,3,,"Sumail, Al Dakhiliya",Villa
7 SQM Fully Furnished Office in Qurum – All-Inclusive,249.0,2,3,10.0,"Qurum, Muscat",Commercial
1 BR Stunning Apartment in Al Mouj with Shared Pool,480.0,1,2,63.0,"The Wave (Almouj), Muscat",Apartment
1 BR Leasehold Elegant Apartment – Taqah Blue Beach in Salalah,50000.0,1,2,40.0,"Salalah, Dhofar",Apartment
2 BR Freehold Fantastic Apartment in Sultan Haitham City,70850.0,2,3,109.0,"Al Maabilah, Muscat",Apartment
"5 BR + Maid’s Room Brand New Villa – MSQ, Near Pakistani Embassy",1700.0,5,7,467.0,"Madinat As Sultan Qaboos, Muscat",Villa
3 BR + Maid’s Room Duplex Apartment in Bousher with Shared Pool & Gym,112000.0,3,4,242.0,"Bosher, Muscat",Apartment
2 BR Excellent Furnished Apartment in Ghubra,550.0,2,3,89.0,"Al Ghubrah, Muscat",Apartment
3 BR Compact Villa in Al Khuwair,600.0,2,3,189.0,"Al Khuwair, Muscat",Villa
3 BR Duplex Apartment in Qurum with Terrace – Off Plan and Freehold,120923.0,3,4,172.0,"Qurum, Muscat",Apartment
350 SQM Great Office Spaces in Azaiba,1837.0,2,3,350.0,"Azaiba, Muscat",Commercial
2 BR Excellent Apartment in Ruwi,280.0,2,3,109.0,"Ruwi, Muscat",Apartment
1 BR Elegant Apartment in Ruwi – with Shared Gym,225.0,1,2,59.0,"Ruwi, Muscat",Apartment
2 BR Amazing Freehold Apartment in Shatti Qurum – Mandarin Oriental,405000.0,2,3,131.0,"Qurum, Muscat",Apartment
440 SQM Great Office Spaces in Azaiba,2310.0,2,3,440.0,"Azaiba, Muscat",Commercial
3 + 1 Fully Furnished Villa for Rent in Al Khoud with Garden & Pool,700.0,3,4,259.0,"Al Khoud, Muscat",Villa
1 BR Brand New Outstanding Apartment for Rent – Juman 2,650.0,1,2,59.0,"The Wave (Almouj), Muscat",Apartment
2 BR Stunning Freehold Apartment Facing Beach in Sifah for Sale,150000.0,2,2,126.0,"Al Sifah, Muscat",Apartment
3 + 1 BR Fantastic Freehold Villa for Sale – Al Mouj,356000.0,3,4,413.0,"The Wave (Almouj), Muscat",Villa
1125 SQM Spacious Warehouse/Land Space in Barka for Rent,3937.5,2,3,,"Barka, Al Batinah",Villa
2 BR Ground Floor Brand New Flat in Juman 2 with Garden,1250.0,2,2,109.0,"The Wave (Almouj), Muscat",Apartment
51 SQM Amazing Freehold Smart Offices in Muscat Hills,51000.0,2,3,60.0,"Muscat Hills, Muscat",Commercial
3 + 1 BR Ground Floor Villa Off Plan and Freehold with Private Pool,264216.0,3,3,970.0,"Salalah, Dhofar",Villa
1 BR Furnished Apartment For Sale – Bausher Rimal 1,51500.0,1,2,68.0,"Bosher, Muscat",Apartment
60 SQM Shell & Core Retails Outlets for Investments with Residency,84000.0,2,3,60.0,"Muscat Hills, Muscat",Commercial
2 BR Fully Furnished Apartment Muscat Hills (or 1 Shared Apartment),550.0,2,2,80.0,"Muscat Hills, Muscat",Apartment
1054 SQ M Office Space In Qurum Close To The Beach,7378.0,2,3,,"Qurum, Muscat",Commercial
2 BR Apartments in Duqm For Sale WITH RESIDENCY,45000.0,2,2,96.0,"Al Duqum, Al Wusta",Apartment
140 SQ M Office Space in Prime Location – Bausher,1260.0,2,3,140.0,"Bosher, Muscat",Commercial
أرض للبيع اربع قطع اراضي صناعية,300.0,2,3,,"Al Duqum, Al Wusta",Other
أرض للبيع او الاستثمار شقق مفروشة ببناية,500000.0,2,3,,"Bidiya, Al Sharqiya",Other
أرض للبيع بناية سكني تجاري بولاية محوت Building for sale,200000.0,2,3,,"Mahut, Al Wusta",Other
أرض للبيع او الإستثمار معرض مقام على ارض سكني تجاري في صحم,250000.0,2,3,,"Saham, Al Batinah",Other
Exclusive Villa for Sale in a Prime Location,1360000.0,6,6,933.0,"Al Mawaleh, Muscat",Villa
Luxury 4BR Duplex at the St Regis in Al Mouj,920000.0,4,5,421.0,"The Wave (Almouj), Muscat",Other
Exquisite 4-bedroom duplex with direct beach access,3000.0,4,6,349.0,"The Wave (Almouj), Muscat",Other
Stunning 1-Bedroom Apartment with Golf Course View,1350.0,1,2,140.0,"The Wave (Almouj), Muscat",Apartment
1me68 - Comfortable 6BHK Villa for Rent In Azaiba,800.0,6,6,400.0,"Azaiba, Muscat",Villa
2me3 - Well Located 4BHK Townhouse for Rent in Ghubrah,600.0,4,5,350.0,"Al Ghubrah, Muscat",Villa
3 Bedroom Duplex Apartment for Rent,850.0,3,4,200.0,"Madinat As Sultan Qaboos, Muscat",Apartment
1 Bedroom Apartment for Rent in Madinat Qaboos,650.0,1,3,85.0,"Madinat As Sultan Qaboos, Muscat",Apartment
3 Bedroom Villa with Stunning Views for Rent,1200.0,3,5,250.0,"Qurum, Muscat",Villa
4 Bedroom Apartment with Marina View in Al Mouj,495000.0,4,5,325.0,"The Wave (Almouj), Muscat",Apartment
3 Bedroom Villa in Qurum for Rent,650.0,3,4,350.0,"Qurum, Muscat",Villa
4 Bedroom Villa for Sale in Muscat Hills,325000.0,4,5,423.0,"Muscat Hills, Muscat",Villa
3 Bedroom Apartment for Sale in Al Mouj,198000.0,3,3,200.0,"The Wave (Almouj), Muscat",Apartment
4 Bedroom Villa in Madinat Al Illam For Rent,900.0,4,6,400.0,"Madinat As Sultan Qaboos, Muscat",Villa
2 Bedroom Duplex for Rent in Madinat Qaboos,700.0,2,4,170.0,"Madinat As Sultan Qaboos, Muscat",Other
1 Bedroom Apartment for Sale in Al Mouj Muscat,140000.0,1,2,114.0,"The Wave (Almouj), Muscat",Apartment
4 Bedroom Villa with Pool for Rent in Muscat Hills,1350.0,4,6,423.0,"Muscat Hills, Muscat",Villa
3 Bedroom Apartment for Rent in Madinat Qaboos,800.0,3,4,195.0,"Madinat As Sultan Qaboos, Muscat",Apartment
7 Bedroom Villa for Rent in Al Mouj Muscat,3000.0,7,9,560.0,"The Wave (Almouj), Muscat",Villa
3me67 - Spacious 4+1 BHK Compound Villa for Rent in MQ,1200.0,4,5,400.0,"Madinat As Sultan Qaboos, Muscat",Villa
3me66 - Luxurious 4+1BHK Villa for Rent in MQ with Private Pool,1550.0,4,5,400.0,"Madinat As Sultan Qaboos, Muscat",Villa
For Rent: 2 Bedroom Luxury Apartment with Marina Views,800.0,2,2,167.0,"The Wave (Almouj), Muscat",Apartment
"Apartment 1 Bedroom For Sale in Jebel Sifah, Muscat",55000.0,1,1,59.0,"Al Sifah, Muscat",Apartment
"شقة للبيع, مدينة السلطان هيثم Apartment for Sale, Sultan Haitham city",53922.0,1,1,67.0,"Sultan Haitham City, Muscat",Apartment
Studio Apartment with Private Garden For Sale – Hawana Salalah,45000.0,2,1,55.0,"Salalah, Dhofar",Apartment
2BHK Penthouse Apartment with Stunning View – For Sale in Jebel Sifah,99000.0,2,2,129.0,"Al Sifah, Muscat",Apartment
Studio with Golf Lake View for Sale in Jebel Sifah,45000.0,2,1,61.0,"Al Sifah, Muscat",Studio
Townhouse with amazing sea view for sale in Jebel Sifah,85000.0,1,2,77.0,"Al Sifah, Muscat",Villa
One Bedroom Apartment for Sale in Jebel Sifah,55000.0,1,1,76.0,"Al Sifah, Muscat",Apartment
Elegant Ground-Floor Apartment for Sale in Jebel Sifah,68000.0,1,1,91.0,"Al Sifah, Muscat",Apartment
"تاون هاوس للبيع, مدينة السلطان هيثم | Townhouse for Sale, Sultan Haith",116500.0,3,3,147.0,"Sultan Haitham City, Muscat",Villa
"Furnished Villa 1 Bed, Hawana Salalah فيلا غرفة وصالة، هوانا صلالة",85000.0,1,1,78.0,"Salalah, Dhofar",Villa
"Villa 2 Bed, Hawana Salalah فيلا غرفتين ، هوانا صلالة",140000.0,2,2,122.0,"Salalah, Dhofar",Villa
"شقة بغرفة واحدة, مسقط هيلز | One Bedroom Apartment, Muscat Hills",65000.0,1,1,91.0,"Muscat Hills, Muscat",Apartment
Luxe 2-Bed Apartment in Jebel Sifah | شقة غرفتين للبيع في جبل سيفة,85000.0,2,2,120.0,"Al Sifah, Muscat",Apartment
Studio in Hawana Salalah for Sale,45000.0,1,1,38.0,"Salalah, Dhofar",Studio
Fully Furnished 1-Bedroom Apartment for Sale in Jebel Sifah,58000.0,1,1,64.0,"Al Sifah, Muscat",Apartment
استوديو للبيع في مدينة السلطان هيثم Studio for Sale in Sultan Haitham,48957.0,2,1,71.0,"Sultan Haitham City, Muscat",Studio
"Townhouse with Breathtaking Lake Views, Hawana Salalah بيت للبيع هوانا",65000.0,1,2,78.0,"Salalah, Dhofar",Villa
Elegant Townhouse with Stunning Lake Views – Hawana Salalah بيت هوانا,70000.0,1,2,78.0,"Salalah, Dhofar",Villa
Corner Luxury Townhouse with Stunning Lake View – Hawana Salalah,75000.0,1,2,77.0,"Salalah, Dhofar",Villa
2+1 Bedroom Apartment شقة 2+1 غرف بإطلالة رائعة في جبل سيفة,100000.0,2,2,121.0,"Al Sifah, Muscat",Apartment
"Furnished 1 Bedroom, Jebel Sifah | شقة أرضية مؤثثة، جبل سيفة",59000.0,1,1,86.0,"Al Sifah, Muscat",Other
"One Bedroom Apartment, Jebel Sifah | شقة بغرفة واحدة للبيع, جبل سيفة",58000.0,1,1,76.0,"Al Sifah, Muscat",Apartment
فيلا غرفتين للبيع في هوانا صلالة | Villa 2BHK in Hawana Salalah,167000.0,2,2,121.0,"Salalah, Dhofar",Villa
شقة غرفة وصالة للبيع في منتجع هوانا صلالة | Hawana Salalah 1 Bedroom,54000.0,1,1,53.0,"Salalah, Dhofar",Other
Apartment in Hawana Salalah | شقة في هوانا صلالة,43000.0,2,1,38.0,"Salalah, Dhofar",Apartment
Furnished Golf View Studio with Garden for Sale in Jebel Sifah,45000.0,2,1,50.0,"Al Sifah, Muscat",Studio
2 BR Fully Furnished Apartment with Marina & Sea View – Al Mouj,1200.0,2,2,109.0,"The Wave (Almouj), Muscat",Apartment
2 BR Marina View New Apartment in Al Mouj – Juman 2,1150.0,2,3,113.0,"The Wave (Almouj), Muscat",Apartment
1 BR Cozy Freehold Apartment in Hawana Salalah,97000.0,1,1,61.0,"Salalah, Dhofar",Apartment
Freehold Studio Apartment – Havana Salalah,47000.0,2,1,38.0,"Salalah, Dhofar",Apartment
2 BR Great Apartment in MBD,210.0,2,2,109.0,"Ruwi, Muscat",Apartment
3 BR Great Apartment in Al Khuwair,300.0,3,3,163.0,"Al Khuwair, Muscat",Apartment
2 BR + Maid’s Room Fully Furnished Apartment in Madinat Qaboos,70000.0,2,2,132.0,"Madinat As Sultan Qaboos, Muscat",Apartment
1 BR Flawless Furnished Freehold Apartment in Hawana Salalah,77250.0,1,1,76.0,"Salalah, Dhofar",Apartment
418 SQM Freehold Offplan Office Space – Muscat Hills,480700.0,2,3,418.0,"Muscat Hills, Muscat",Commercial
"1 BR Luxury Apartment in The Great Escape, AIDA by DarGlobal",74500.0,1,2,59.0,"Yiti, Muscat",Apartment
2 BR Luxury Partial Sea View Apartment in Al Mouj with Amenities,144900.0,2,2,119.0,"The Wave (Almouj), Muscat",Apartment
2 BR Modern Apartment– Golf Links with Premium Amenities - Al Mouj,150000.0,2,3,165.0,"The Wave (Almouj), Muscat",Apartment
5 BR + Maid’s Room Fully Furnished Villa in Al Hail – Nearby Amenitie,190000.0,5,6,600.0,"Al Hail, Muscat",Villa
250 SQM Office Space available near Grand Hyatt Qurum,1600.0,2,3,52.0,"Qurum, Muscat",Commercial
330 SQM Showroom for Rent at Azaiba with Amenities Nearby,2640.0,2,3,330.0,"Azaiba, Muscat",Other
30 SQ M Shop In Ghala,30000.0,2,3,30.0,"Ghala, Muscat",Commercial
400 SQM Office Space for Rent – Qurum,2400.0,2,3,400.0,"Qurum, Muscat",Commercial
77 SQM Brand New Retail Shop at The Gate on November 18th Street,1232.0,2,3,77.0,"Azaiba, Muscat",Commercial
400 SQM Office Space in Bausher (Behind Al Ameen Mosque),1200.0,2,3,400.0,"Bosher, Muscat",Commercial
"8,000 SQM Land in Jifnain – Prime Location with Easy Access",6400.0,2,3,,"Al Rusayl, Muscat",Land
400 SQM Road-Facing Showroom for Rent in Ruwi,2500.0,2,3,400.0,"Ruwi, Muscat",Other
2 BR Commercial/Residential Apartment in 18th Nov Street,375.0,2,3,109.0,"Al Ghubrah, Muscat",Apartment
300 SQ M Office Space in Ghubrah North,750.0,2,3,300.0,"Al Ghubrah, Muscat",Commercial
5 BR Well Maintained Villa for Sale – Shatti,450000.0,5,6,459.0,"Qurum, Muscat",Villa
1125 SQM Commercial Spaces for Rent – MSQ,7875.0,2,3,,"Madinat As Sultan Qaboos, Muscat",Commercial
Private Smart Office Spaces With A Great City View In Bawshar,1085.0,2,3,155.0,"Bosher, Muscat",Commercial
3 + 1 BR Townhouse With Rooftop Pool For Sale in Muna Heights – Baushe,181500.0,3,5,235.0,"Bosher, Muscat",Villa
750 SQ M Penthouse Office Space in Qurum with Terrace,3600.0,2,3,750.0,"Qurum, Muscat",Villa
2 BR Fantastic Freehold Apartment in Golf Tower,80000.0,2,3,139.0,"Ghala, Muscat",Apartment
170 SQ M Office Space in Ruwi – CBD,500.0,2,3,170.0,"Ruwi, Muscat",Commercial
Twin Villa for Sale in North Azaiba - فيلا للبيع في العذيبة الشمالية,160000.0,4,5,365.0,"Azaiba, Muscat",Villa
2 Years Post Handover Payment Plan | 5BR Wajd Villa in Muscat Bay,1055888.0,5,7,750.0,"Muscat - Other, Muscat",Villa
Freehold Ready 2BR Smart Layout | Kitchen Appliances | Muscat Bay,137375.0,2,2,115.0,"Muscat - Other, Muscat",Other
